,id,sent_id,tokens
7103,ESUN031-PART022,11,แต่ ถ้าหาก ลอง มอง ย้อน ไป ใน มุมกลับ กัน แล้ว
7104,ESUN031-PART022,12,อาชีพ ขาย บริการ เป็น อาชีพ ที่ มุ่ง บริการ ให้ แก่ บุคคล ต่างๆ
7105,ESUN031-PART022,13,ไม่ว่า ผู้ใช้ บริการ จะ อายุ เท่าไหร่ และ มี อาชีพ ไหน
7106,ESUN031-PART022,14,ล้วน สามารถ ใช้ บริการ ได้ ทั้งสิ้น
7107,ESUN031-PART022,15,เพื่อ ให้ ผู้ใช้ บริการ ได้ ผ่อนคลาย ความเครียด จาก เรื่อง ต่างๆ
7108,ESUN031-PART022,16,อาชีพ ขาย บริการ นั้น อาจ มี ความสำคัญ และ มี ความ จำเป็น ต่อ บุคคล บาง กลุ่ม
7109,ESUN031-PART022,17,บุคคล ที่ ไม่ สามารถ ทำงาน อย่าง อื่น ได้ เพราะ วุฒิ การศึกษา ไม่ สูง พอ ที่ จะ ใช้ สมัคร งาน
7110,ESUN031-PART022,18,และ งาน ที่ พวก เธอ สามารถ ทำ ได้ นั้น ก็ ได้ เงิน ไม่ เพียงพอ ต่อ การ ดำรงชีวิต
7111,ESUN031-PART022,19,ไม่ว่า จะ เป็น ค่า เทอม <sp> พ่อ <sp> แม่ <sp> พี่ <sp> น้อง ที่ ต้อง ดูแล
7112,ESUN031-PART022,20,ปัจจัย ต่างๆ เหล่านี้ ถือ เป็น สิ่ง สำคัญ ที่ ทำ ให้ วัยรุ่น สาว ส่วนใหญ่ หัน มา ทำ อาชีพ ขาย บริการ
7113,ESUN031-PART022,21,ซึ่ง อาชีพ นี้ ถือว่า เป็น อาชีพ ที่ สุจริต และ ไม่ ทำ ให้ ผู้ อื่น เดือดร้อน
7114,ESUN031-PART022,22,แต่ หาก สังคม ไทย ให้ ความสนใจ และ ยื่นมือ เข้า มา ช่วย ดูแล
7115,ESUN031-PART022,23,ช่วย แก้ไข ปัญหา ต่างๆ เหล่านี้ ได้
7116,ESUN031-PART022,24,การ ขาย บริการ หรือ ที่ คน ส่วนใหญ่ เรียกว่า
7117,ESUN031-PART022,25,นางงาม ตู้กระจก <sp> นั้น ก็ จะ สามารถ ลด ลง ได้
7118,ESUN031-PART023,0,อาชีพ ทุก อาชีพ ล้วน มี ความสำคัญ และ มี ความ เกื้อกูล
7119,ESUN031-PART023,1,พึ่งพา อาศัย ซึ่ง กันและกัน
7120,ESUN031-PART023,2,ทำ ให้ สังคม ของ เรา ยัง ดำรง ต่อไป ได้
7121,ESUN031-PART023,3,การ ประกอบ อาชีพ ที่ สุจริต ถือ เป็น สิ่ง ที่ สำคัญ เพราะ นอกจาก ใจ เรา จะ เป็น สุข แล้ว
7122,ESUN031-PART023,4,คน รอบ ข้าง ก็ มี ความ สุข
7123,ESUN031-PART023,5,และ สังคม ก็ จะ มี การ พัฒนา ไป ใน ทาง ที่ ดี ต่อไป
7124,ESUN007-PART001,0,น.ส.
7125,ESUN007-PART001,1,ชนมน <sp> ลีโทชวลิต
7126,ESUN007-PART002,0,ข้อ ควร ปฏิบัติ ใน ช่วง วิกฤต น้ำท่วม
7127,ESUN007-PART003,0,การ เตรียมตัว ให้ พร้อม ก่อน การ เกิด อุทกภัย ช่วย ให้ สบายใจ เรื่อง ความ ปลอดภัย ต่อ ชีวิต และ ทรัพย์สิน
7128,ESUN007-PART003,1,ควร เตรียม เครื่อง อุปโภค บริโภค ที่ จำเป็น <sp> เช่น <sp> ไฟฉาย <sp> ถ่านไฟฉาย <sp> น้ำดื่ม <sp> น้ำใช้ <sp> อาหาร แห้ง <sp> ไว้ ใช้ ใน กรณี ที่ ไม่ สามารถ ออก จาก บ้าน ได้
7129,ESUN007-PART003,2,หรือ กรณี ฉุกเฉิน อื่น
7130,ESUN007-PART003,3,และ การ ย้าย ข้าวของ เครื่องใช้ ต่างๆ <sp> ใน บ้าน ไป ไว้ ที่ สูง รวมทั้ง ก่อ อิฐ ก่อ ปูน
7131,ESUN007-PART003,4,นอกจากนี้ ควร ช่วย กัน สอดส่อง ระวัง ภัย อันตราย ต่างๆ โดยตลอด
7132,ESUN007-PART004,0,เรา ควร รู้ ข้อ ควร ปฏิบัติ ขณะ เกิด อุทกภัย
7133,ESUN007-PART004,1,ก่อนอื่น ต้อง ตั้ง สติ
7134,ESUN007-PART004,2,ไม่ ตื่น ตระหนก จน เกินไป
7135,ESUN007-PART004,3,ระมัดระวัง ไฟฟ้า รั่ว <sp> และ สัตว์ มี พิษ
7136,ESUN007-PART004,4,เชื้อโรค จาก น้ำ ที่ สกปรก
7137,ESUN007-PART004,5,รวมถึง การ ย้าย ที่อยู่ ชั่วคราว หาก เป็นไปได้
7138,ESUN007-PART004,6,นอกจากนี้ ยัง ต้อง ระวัง การ ลัก ทรัพย์ จาก โจร ผู้ร้าย
7139,ESUN007-PART004,7,โดยเฉพาะ ผู้ ที่ ย้าย ไป ยัง ที่อยู่ ชั่วคราว
7140,ESUN007-PART005,0,ข้อ ควร ปฏิบัติ หลัง เกิด อุทกภัย ที่ ควร ทำ อย่าง เร่งด่วน
7141,ESUN007-PART005,1,หลังจาก อุทกภัย สิ้นสุด ลง หรือ น้ำ ลด ลง แล้ว
7142,ESUN007-PART005,2,ควร ตรวจ เช็ค ซ่อมแซม ข้าวของ
7143,ESUN007-PART005,3,รวมทั้ง ตรวจ ระบบ ไฟฟ้า และ ประปา ภายใน บ้าน ว่า เสียหาย ไป มาก น้อย เพียงใด
7144,ESUN007-PART005,4,ถ้า มี สิ่ง ใด ผิด ปกติ
7145,ESUN007-PART005,5,ควร ติดต่อ ช่าง ประปา <sp> ช่าง ไฟฟ้า <sp> หรือ ผู้เชี่ยวชาญ ทันที
7146,ESUN007-PART006,0,ความเชื่อ เรื่อง สิ่ง เหนือ ธรรมชาติ จาก ศาสนา
7147,ESUN007-PART007,0,ความเชื่อ เรื่อง สิ่ง เหนือ ธรรมชาติ ของ คน ไทย นั้น
7148,ESUN007-PART007,1,เป็น ผล จาก การ นับถือ ศาสนา พุทธ
7149,ESUN007-PART007,2,แต่ ก็ ยัง รับ อิทธิพล จาก ศาสนา อื่น <sp> เช่น <sp> พราหมณ์ <sp> ฮินดู <sp> อิสลาม <sp> เต๋า <sp> เข้า มา ถือ ปฏิบัติ ควบคู่ กับ ศาสนา พุทธ
7150,ESUN007-PART007,3,โดย แยก จาก ส่วน ที่ เป็น ความ บริสุทธิ์ ของ พุทธศาสนา ที่ หล่อหลอม จิตใจ คน ไทย
7151,ESUN007-PART007,4,มี ขนบธรรมเนียม ประเพณี เป็น แบบแผน ของ ตัวเอง
7152,ESUN007-PART007,5,แต่ โดย เหตุ ที่ นอกจาก จะ เน้น ที่ การ ปฏิบัติ จนถึง แก่น แท้ ของ ศาสนา พุทธ
7153,ESUN007-PART007,6,ผลพลอยได้ ประการ หนึ่ง คือ ปาฏิหาริย์ ที่ บรรดา พระสงฆ์ ท่าน ได้
7154,ESUN007-PART007,7,บาง ครั้ง ได้ ตอบสนอง ความต้องการ ของ ผู้คน ที่ รัก นับถือ <sp> ที่ ออก มา หลาย รูปแบบ
7155,ESUN007-PART007,8,เช่น
7156,ESUN007-PART007,9,การ ออก วัตถุ มงคล ที่ มี จุดหมาย ที่ จะ ทำนุบำรุง ศาสนา <sp> หรือ นำ มา สักการะ บูชา
7157,ESUN007-PART007,10,ก็ เป็น ความเชื่อ ของ แต่ละ บุคคล
7158,ESUN007-PART008,0,อำนาจ ของ สิ่ง เหนือ ธรรมชาติ สามารถ ควบคุม ให้ คน อยู่ ใน กรอบ ของ สังคม ได้
7159,ESUN007-PART008,1,ถ้า มี ผู้นำ มา กระตุ้น อย่าง สร้างสรรค์
7160,ESUN007-PART008,2,ก็ เป็น ประโยชน์ มาก ทีเดียว
7161,ESUN007-PART008,3,ความเชื่อ แบบ พุทธ เป็น สิ่ง ที่ ประเสริฐ มาก
7162,ESUN007-PART008,4,เพราะ ได้ ให้ ทุก คน ทำ สิ่ง ใด สิ่ง หนึ่ง ด้วย ปัญญา
7163,ESUN007-PART008,5,แต่ การ เข้าถึง หลัก ศาสนา ของ คน มี ความ แตกต่าง
7164,ESUN007-PART008,6,ผู้ ที่ มี สติ และ ปัญญา ก็ จะ เข้าถึง ได้ โดย ง่าย
7165,ESUN007-PART008,7,แต่ ผู้ ที่ อ่อน ด้อย ใน การ ใช้ สติปัญญา
7166,ESUN007-PART008,8,ก็ จะ ต้อง ยึด โยง กับ ความเชื่อ แบบ เหนือ ธรรมชาติ
7167,ESUN007-PART008,9,ถึง จะ อยู่ ใน กรอบ ของ ศาสนา ได้
7168,ESUN007-PART009,0,แต่ ความเชื่อ ใน สิ่ง เหนือ ธรรมชาติ อาจ ยับยั้ง การ พัฒนา ของ ไทย หาก คนเรา หัน ไป พึ่งพิง มัน มาก เกินไป จน ไม่ ได้ สนใจ สิ่ง ที่ เรา สามารถ อธิบาย ได้ แล้ว ด้วย วิทยาศาสตร์
7169,ESUN007-PART009,1,ความเชื่อ เหนือ ธรรมชาติ หลาย ๆ อย่าง ก็คือ
7170,ESUN007-PART009,2,สิ่ง ที่ ยัง ไม่ มี การ พิสูจน์ ซึ่ง ตรงข้าม กับ วิทยาศาสตร์ ที่ พิสูจน์ มา แล้ว <sp> และ มี เหตุผล ของ มัน
7171,ESUN007-PART009,3,โอกาส ที่ จะ เป็น ย่อม จะ สูง กว่า
7172,ESUN007-PART009,4,แต่ บางที อีก ปัญหา นึง ที่ ทำให้ คน ต้อง หัน มา พึ่ง ความเชื่อ ใน อำนาจ เหนือ ธรรมชาติ มาก เกินไป
7173,ESUN007-PART009,5,อาจ เป็น เพราะ คน ไทย ไม่ มี ความรู้ ที่ เป็น วิทยาศาสตร์ ดี พอ
7174,ESUN007-PART009,6,ซึ่ง ทำให้ รู้สึก ว่า เชื่อ ก็ ดี กว่า ไม่ มี อะไร ให้ เชื่อ
7175,ESUN007-PART009,7,เพราะฉะนั้น
7176,ESUN007-PART009,8,การ ใช้ เหตุผล น่า จะ ทำให้ <sp> ความเชื่อ งมงาย ใน อำนาจ เหนือ ธรรมชาติ ลด บทบาท ลง ไป ได้ บ้าง ไม่ มาก ก็ น้อย
7177,ESUN007-PART010,0,ฝุ่นละออง ยังคง คละคลุ้ง
7178,ESUN007-PART010,1,ซาก ไม้ และ อิฐ ปูน มากมาย ที่ ครั้ง นึง เคย ประกอบ กัน เป็น ที่ พักพิง ทั้ง กาย และ ใจ ให้ แก่ ผู้คน นับ ไม่ ถ้วน
7179,ESUN007-PART010,2,บัดนี้ ถูก ทำลาย ลง ด้วย อำนาจ ของ ธรรมชาติ จน ไม่ ได้ ต่าง อะไร จาก เศษ ขยะ ที่ ไร้ ค่า
7180,ESUN007-PART010,3,จะ มอง ไป ทาง ใด สิ่ง ที่ เห็น ก็ มี เพียง ความ สูญเสีย และ สะเทือนใจ
7181,ESUN007-PART010,4,หญิง สาว ชาว ญี่ปุ่น นั่ง ร้องไห้ คร่ำครวญ
7182,ESUN007-PART010,5,แผ่นดินไหว คง จะ พราก ทุก อย่าง ไป จาก เธอ
7183,ESUN007-PART010,6,ถึงกระนั้น
7184,ESUN007-PART010,7,นี่ ก็ เป็น เพียง ส่วน เล็ก ๆ
7185,ESUN007-PART010,8,ของ ความ สูญเสีย อัน ยิ่งใหญ่ หา จะ ประเมิน ค่า ได้
7186,ESUN007-PART011,0,ใน ช่วง งาน รับ น้อง ประจำปี ตอน ที่ ข้าพเจ้า เรียน อยู่ ชั้น มัธยม ปลาย
7187,ESUN007-PART011,1,หนึ่ง ใน เพลง ที่ นิยม กัน ตอนนั้น ก็คือ เพลง แจว
7188,ESUN007-PART011,2,ซึ่ง ท่อน สำคัญ ของ เนื้อเพลง จะ ร้อง ว่า
7189,ESUN007-PART011,3,แจว เรือ ไป ซื้อ
7190,ESUN007-PART011,4,ขอ เชิญ <sp> ลุก ขึ้น มา แจว
7191,ESUN007-PART011,5,ส่วน ที่ เว้น ว่าง นั้น
7192,ESUN007-PART011,6,คือ ส่วน ที่ ผู้ ร้อง จะ ต้อง เติม เข้า ไป เพื่อ ให้ เกิด ความ คล้องจอง
7193,ESUN007-PART011,7,วัน หนึ่ง ได้ มี การ แนะนำ ตัว รุ่น พี่ ด้วย เพลง แจว ซึ่ง ร้อง ว่า
7194,ESUN007-PART011,8,แจว เรือ ไป ซื้อ กระปุก
7195,ESUN007-PART011,9,แจว เรือ ไป ซื้อ กระปุก
7196,ESUN007-PART011,10,ขอ เชิญ พี่ มุก ลุก ขึ้น มา แจว
7197,ESUN007-PART011,11,มุก คือ ชื่อเล่น ของ ข้าพเจ้า เอง
7198,ESUN007-PART011,12,ข้าพเจ้า ลุก ขึ้น แจว ด้วย ความมั่นใจ พร้อมกับ ที่ เห็น เพื่อน อีก คน หนึ่ง ซึ่ง ชื่อ บุ๊ก กำลัง แจว อยู่ เช่นกัน
7199,ESUN007-PART011,13,สายตา และ เสียง หัวเราะ ของ คน รอบ ข้าง บ่งบอก ได้ ว่า บุ๊ก คือ ผู้ ที่ ถูก กล่าว นาม จริง ๆ
7200,ESUN007-PART011,14,เมื่อ เห็น ดังนั้น
7201,ESUN007-PART011,15,ข้าพเจ้า ก็ หา โอกาส นั่ง ลง อีก ครั้ง
7202,ESUN007-PART011,16,โชค ยัง ดี ที่ น้อย คน จะ สังเกต เห็น
7203,ESUN007-PART011,17,มี ก็ เพียงแต่ เพื่อน ๆ ของ ข้าพเจ้า เท่านั้น
7204,ESUN007-PART012,0,ความ แตกต่าง ของ อาหาร เกาหลี กับ อาหาร ญี่ปุ่น
7205,ESUN007-PART013,0,อาหาร เกาหลี ใน หนึ่ง สำรับ จะ ประกอบด้วย <sp> ข้าว <sp> ซุป และ กิมจิ เป็น หลัก
7206,ESUN007-PART013,1,มี กับข้าว ที่ ทุก คน กิน ร่วม กัน <sp> และ บันซัน ซึ่ง เป็น เครื่อง เคียง จาน เล็ก ๆ
7207,ESUN007-PART013,2,ส่วน อาหาร ญี่ปุ่น การ จัด สำรับ จะ เป็น คน ละ ชุด แยก กัน
7208,ESUN007-PART013,3,โดยมาก จะ ใช้ การ จัด แบบ ซุป หนึ่ง อย่าง กับข้าว สาม อย่าง
7209,ESUN007-PART013,4,มี ข้าว <sp> และ มี ผัก ดอง หรือ สึเกะโมะโนะ เป็น เครื่อง เคียง
7210,ESUN007-PART013,5,กับข้าว ของ ญี่ปุ่น จะ ปรุง ด้วย หลากหลาย วิธี กว่า ของ เกาหลี ซึ่ง ส่วนมาก แบบ อาหาร ดอง
7211,ESUN007-PART013,6,โดย กับข้าว ญี่ปุ่น จะ มี ทั้ง แบบ ดิบ <sp> ย่าง <sp> ตุ๋น <sp> นึ่ง <sp> ทอด <sp> ดอง <sp> หรือ ยำ
7212,ESUN007-PART013,7,มุมมอง ของ คน ญี่ปุ่น ต่อ อาหาร นั้น จะ ถูก จัด แยก ตาม วิธีการ ปรุง อาหาร
7213,ESUN007-PART013,8,ไม่ ได้ จัด ตาม ประเภท วัตถุดิบ เหมือน เกาหลี
7214,ESUN007-PART013,9,หาก จะ เปรียบเทียบ กับ ประเทศ ญี่ปุ่น แล้ว เกาหลี นิยม ใช้ ช้อน มาก กว่า
7215,ESUN007-PART013,10,โดยเฉพาะ อย่างยิ่ง เมื่อ มี การ เสิร์ฟ น้ำ ซุป
7216,ESUN007-PART014,0,การ เปิด บ่อน การ พนัน อย่าง ถูก กฎหมาย กำลัง อยู่ ใน หัวข้อ ที่ กำลัง ถูก ถกเถียง กัน อย่าง มาก ใน ช่วง ไม่ กี่ ปี มา นี้
7217,ESUN007-PART014,1,ข้าพเจ้า เห็นด้วย กับ การ กระทำ ดังกล่าว
7218,ESUN007-PART014,2,หากแต่ การ เปิด บ่อน การ พนัน อย่าง ถูก กฎหมาย ให้ เกิด ผลดี มาก กว่า ผลเสีย นั้น
7219,ESUN007-PART014,3,ต้อง อยู่ ภายใต้ เงื่อนไข และ มาตรการ ต่างๆ
7220,ESUN007-PART015,0,หาก มอง กัน ที่ ผลประโยชน์ โดย รวม
7221,ESUN007-PART015,1,เช่น
7222,ESUN007-PART015,2,ผลประโยชน์ ทาง เศรษฐกิจ
7223,ESUN007-PART015,3,การ มี บ่อน คือ การ มี แหล่ง ดึงดูด เงิน โดย ไม่ ต้อง ผ่าน การลงทุน พัฒนา ด้าน พื้นฐาน ทาง เศรษฐกิจ ใด ๆ
7224,ESUN007-PART015,4,ต่าง จาก การลงทุน เพื่อ การ ผลิต
7225,ESUN007-PART015,5,บ่อน จัด เป็น เครื่องมือ ที่ ทรง ประสิทธิภาพ ที่สุด อัน หนึ่ง
7226,ESUN007-PART015,6,แต่ หาก มอง ใน แง่ ของ ต้นทุน สังคม
7227,ESUN007-PART015,7,บ่อน มี ต้นทุน ที่ สูง มาก
7228,ESUN007-PART015,8,การ ตั้ง บ่อน จะ ต้อง ไป ตั้ง ใน พื้นที่ ห่างไกล <sp> หรือ ตั้ง เงื่อนไข เพื่อ กัน บ่อน ออก ไป จาก คน ท้องถิ่น
7229,ESUN007-PART015,9,ให้ รายได้ ของ บ่อน ได้ จาก บุคคล ภายนอก
7230,ESUN007-PART015,10,ซึ่ง ถ้า จะ ให้ ดี ควร จะ เป็น ชาวต่างชาติ
7231,ESUN007-PART015,11,ดังนั้น
7232,ESUN007-PART015,12,ข้าพเจ้า คิด ว่า ความคิด ที่ จะ ตั้ง บ่อน เพื่อ สกัดกั้น ไม่ ให้ คน ใน ประเทศ เดินทาง ออก ไป เล่น การ พนัน นอก ประเทศ เป็น วัตถุประสงค์ ที่ ไม่ เหมาะสม
7233,ESUN007-PART015,13,การ ตั้ง บ่อน จะ ต้อง ทำ ไป พร้อมกับ การ สร้าง ทัศนะ คติ ที่ ถูกต้อง ของ ประชากร
7234,ESUN007-PART015,14,ให้ มี ความ ศรัทธา กับ ความรู้ ความสามารถ ของ
7235,ESUN007-PART015,15,มี ความ เข้าใจ ที่ ถูกต้อง เกี่ยวกับ การ บริหาร การเงิน ของ ตนเอง
7236,ESUN007-PART015,16,เพื่อ เป็น พื้นฐาน ใน การ พัฒนา และ การลงทุน เพื่อ การ ผลิต ของ ตนเอง
7237,ESUN007-PART015,17,ขับเคลื่อน เศรษฐกิจ ได้ จริง และ ยั่งยืน
7238,ESUN007-PART015,18,หาก ทำ เช่นนี้ ได้
7239,ESUN007-PART015,19,เรา ก็ จะ ได้ ภาค เศรษฐกิจ ที่ มี การ ผลิต จริง ไป พร้อม ๆ กับ การ นำ เงิน จาก ภายนอก เข้า ประเทศ ได้
7240,ESUN007-PART015,20,แต่ หาก เรา ไม่ คำนึง ถึง มาตรการ คุม ผลกระทบ ต่างๆ ที่ อาจ เกิด ขึ้น
7241,ESUN007-PART015,21,การ เปิด บ่อน ก็ อาจ ก่อให้เกิด ผลเสีย มาก กว่า ผลดี ก็ เป็นได้
7242,ESUN007-PART016,0,หลง ตน
7243,ESUN007-PART016,1,จน ตัว ตาย
7244,ESUN007-PART017,0,สุนัข จิ้งจอก ตัว หนึ่ง เห็น เงา ของ ตน ใน ตอน พลบ ค่ำ
7245,ESUN007-PART017,1,ทำให้ เห็น เงา นั้น มี ขนาด ใหญ่ เกิน จริง
7246,ESUN007-PART017,2,จึง หลง คิด ไป ว่า ร่างกาย ของ ตน ก็ คง มี ขนาด เดียวกัน กับ เงา นั้น
7247,ESUN007-PART017,3,เมื่อ มี เสือ ลายพาดกลอน ผ่าน มา
7248,ESUN007-PART017,4,ความ หยิ่ง และ ลุ่มหลง ใน ร่างกาย อัน ใหญ่โต ของ ตน ก็ ทำให้ มัน ถูก จับ กิน ในที่สุด
7249,ESUN007-PART018,0,บ่อย ครั้ง ที่ เรา ต้อง เจอ กับ บุคคล ที่ มี บุคลิก เข้าข้าง ตนเอง ใน การ ตัดสินใจ อะไร หลาย ๆ อย่าง
7250,ESUN007-PART018,1,คิด ว่า ความเห็น ของ เขา นั้น ดี ที่สุด และ เหมาะสม ที่สุด แล้ว
7251,ESUN007-PART018,2,ขาด ความ ยืดหยุ่น ใน การ แก้ไข ปัญหา กับ ผู้ อื่น
7252,ESUN007-PART018,3,และ หาก มี ผู้ ที่ มี ความเห็น ไม่ ตรงกัน ก็ จะ มี อาการ ขัดเคือง และ ไม่ พอใจ
7253,ESUN007-PART018,4,ลักษณะ ที่ เกิด ขึ้น นี้ เรียกว่า อะไร
7254,ESUN007-PART019,0,บุคลิกภาพ เหล่านี้ เรียกว่า <sp> การ หลง ตัวเอง <sp> ซึ่ง เป็น อาการ ผิด ปกติ ทาง บุคลิกภาพ อย่าง หนึ่ง
7255,ESUN007-PART019,1,สิ่ง ที่ สะท้อน ถึง ความ เป็น ตัวเรา หรือ ที่ เรียก กัน ว่า บุคลิกภาพ นั้น
7256,ESUN007-PART019,2,ครึ่ง หนึ่ง มา จาก พันธุกรรม และ อีก ครึ่ง หนึ่ง มา จาก การ เลี้ยงดู ซึ่ง แตกต่าง กัน ไป ใน แต่ละ ครอบครัว
7257,ESUN007-PART019,3,หาก เด็ก ถูก เลี้ยงดู โดย พ่อแม่ ที่ ตามใจ มาก เกินไป <sp> ไม่ ขัดใจ <sp> และ ไม่ ลงโทษ เมื่อ ลูก ทำ ผิด
7258,ESUN007-PART019,4,ลูก ก็ จะ ไม่ รู้จัก คำ ว่า <sp> ไม่ <sp> หรือ <sp> อุปสรรค
7259,ESUN007-PART019,5,รู้จัก แต่ คำ ว่า
7260,ESUN007-PART019,6,ต้อง ได้
7261,ESUN007-PART019,7,เพียง อย่าง เดียว
7262,ESUN007-PART019,8,ทำให้ เมื่อ โต ขึ้น ก็ จะ ไม่ รู้จัก การ อยู่ ร่วม กับ ผู้ อื่น
7263,ESUN007-PART019,9,ทุก อย่าง จึง ต้อง ขึ้นอยู่กับ ความ พอใจ ของ ตัวเอง เท่านั้น
7264,ESUN007-PART019,10,มัก จะ เป็น คน ที่ ไม่ มี ความ อดทน
7265,ESUN007-PART019,11,ชอบ เอาชนะ เพราะ เคย ชนะ พ่อแม่ จน ชิน และ คิด ว่า ตัวเอง ถูก
7266,ESUN007-PART019,12,ผู้ ที่ หลง ตน นั้น มัก จะ ไม่ รู้สึก ตัวเอง
7267,ESUN007-PART019,13,ซึ่ง จริง ๆ แล้ว เรา แต่ละ คน มัก จะ มี อาการ นี้ อยู่ บ้าง ไม่ มาก ก็ น้อย
7268,ESUN007-PART020,0,เรา สามารถ ชื่นชม กับ ตัวเอง
7269,ESUN007-PART020,1,กับ ความ สวย
7270,ESUN007-PART020,2,ความ หล่อ
7271,ESUN007-PART020,3,ความสามารถ ของ ตัวเอง
7272,ESUN007-PART020,4,แต่ อย่า ให้ ถึง ขั้น ที่ เรียกว่า
7273,ESUN007-PART020,5,หลง ตัวเอง
7274,ESUN007-PART020,6,จึง จะ ดี
7275,ESUN007-PART020,7,การ หลง ตน อย่าง พอประมาณ จะ ช่วย ให้ เรา มี ความ สุข และ มอง โลก ใน แง่ ดี ขึ้น ได้
7276,ESUN007-PART020,8,แต่ หาก มาก เกิน จนถึง ขั้น ที่ ไป กระทบ ผู้ อื่น แล้ว ก็ อาจ ส่งผล ต่อ ระดับ ความ สัมพันธ์ ระหว่าง กัน ได้
7277,ESUN007-PART021,0,สิ่ง สำคัญ ที่สุด คือ มนุษย์ เป็น สัตว์ สังคม
7278,ESUN007-PART021,1,และ มนุษยสัมพันธ์ ที่ เรา มี เท่านั้น ที่ จะ ช่วย ให้ เรา ดำรงชีวิต อยู่ ใน สังคม ได้ โดย มี ความ สุข
7279,ESUN007-PART021,2,หาก สุดท้ายแล้ว คน ผู้นั้น มัวแต่ หลง คิด ว่า ตนเอง เป็น ใหญ่ ที่สุด เท่านั้น
7280,ESUN007-PART021,3,ก็ อาจ ทำให้ มี จุดจบ เหมือน ดัง จิ้งจอก ไร้ ปัญญา ใน นิทาน อีสป ก็ เป็นได้
7281,NACSS089-PART001,0,ทาง สายไหม
7282,NACSS089-PART001,1,ใน แดน ลาว
7283,NACSS089-PART001,2,ใต้ เงา มังกร
7284,NACSS089-PART001,3,ผู้เขียน <sp> กนกวรรณ <sp> จงเจริญยิ่งยง
7285,NACSS089-PART002,0,ภูมิหลัง เศรษฐกิจ การเมือง ลาว
7286,NACSS089-PART003,0,หลังจาก การ ปกครอง ของ จักรวรรดินิยม ฝรั่งเศส ใน อินโดจีน ได้ ยุติ ลง เมื่อ กองทัพ ฝรั่งเศส ได้ ยอมจำนน ต่อ กองทัพ เวียดมินห์ ที่ เดียนเบียนฟู <sp> ใน วันที่ <sp> 7 <sp> พฤษภาคม <sp> ค.ศ. 1954
7287,NACSS089-PART003,1,ความขัดแย้ง ระหว่าง ผู้นำ ลาว ด้วยกัน ได้ เกิด ขึ้น ตั้งแต่ ได้รับ เอกราช จน กลายเป็น สงคราม ระหว่าง ฝ่ายซ้าย ซึ่ง มี ขบวนการ ประเทศ ลาว อัน มี ฐาน อำนาจ อยู่ ใน แขวง หัวพัน
7288,NACSS089-PART003,2,มี ประเทศ คอมมิวนิสต์ ทั้งหลาย ได้แก่ สาธารณรัฐ ประชาชน จีน <sp> สหภาพโซเวียต โดยเฉพาะ เวียดนาม เหนือ <sp> ให้ การ สนับสนุน ตลอด มา ในขณะที่ กองกำลัง ฝ่ายขวา มี สหรัฐอเมริกา
7289,NACSS089-PART003,3,ประเทศ ไทย
7290,NACSS089-PART003,4,และ เวียดนาม ใต้ สนับสนุน สงคราม ใน ลาว ปะทุ ขึ้น <sp> ภายหลัง การ ถอนตัว ของ จักรวรรดินิยม ฝรั่งเศส เพียง หนึ่ง ปี และ สิ้นสุด ใน ปี
7291,NACSS089-PART003,5,ค.ศ. 1975
7292,NACSS089-PART003,6,เมื่อ ฝ่ายขวา <sp> ใน ลาว พ่ายแพ้ แก่ กองทัพ ของ ฝ่ายซ้าย และ นำ ไป สู่ การ สถาปนา การ ปกครอง ระบอบ คอมมิวนิสต์ ประเทศ ลาว
7293,NACSS089-PART003,7,เปลี่ยน ชื่อ เป็น สาธารณรัฐ ประชาธิปไตย ประชาชน ลาว มี เจ้า สุภานุวงศ์ เป็น ประธาน ประเทศ
7294,NACSS089-PART003,8,นาย ไกรสร <sp> พรหมวิหาร
7295,NACSS089-PART003,9,เป็น นายกรัฐมนตรี
7296,NACSS089-PART003,10,ผล ของ สงคราม กระทบ ต่อ ระบบ การ ผลิต ของ ลาว เป็น อย่าง มาก <sp> ทั้ง ใน ด้าน การ ขาดแคลน แรงงาน การ ผลิต เพราะ แรงงาน คน หนุ่ม <sp> จำนวน มาก ถูก เกณฑ์ ไป รบ
7297,NACSS089-PART003,11,อีกทั้ง พื้นที่ ใน ชนบท ของ ลาว ถูก ทอดทิ้ง จาก รัฐบาล
7298,NACSS089-PART003,12,ทำให้ <sp> สปป. ลาว ใน ปัจจุบัน
7299,NACSS089-PART003,13,ได้ ชื่อ ว่า เป็น ประเทศ ที่ ล้าหลัง ใน เรื่อง การ สาธารณสุข
7300,NACSS089-PART003,14,การศึกษา <sp> การ คมนาคม <sp> และ เศรษฐกิจ
7301,NACSS089-PART004,0,นอกจาก ปัญหา ของ สงคราม ระหว่าง ฝ่ายซ้าย ฝ่ายขวา ใน ลาว แล้ว
7302,NACSS089-PART004,1,พบ ว่า <sp> ปัจจัย สำคัญ อีก ประการ ที่ ส่งผล กระทบ ต่อ การ พัฒนา ของ <sp> สปป. ลาว ก็คือ <sp> สภาพ ที่ตั้ง ทาง ภูมิศาสตร์
7303,NACSS089-PART004,2,เนื่องจาก ลาว เป็น ดินแดน ที่ ไม่ มี ทางออก ทะเล
7304,NACSS089-PART004,3,Land Locked Country
